Time,Roll,Pitch,Heading,Batt Temp Left,Batt Temp Right,Batt Temp Down,Batt Temp Box,Batt Temp CubeSat,Temperature,Pressure,Humidity,GpsAltitude,Latitude,Longitude,Speed,NumSatellites,Year,Month,Day,Hour,Minute,Second,Camera Info,Intensity,SNR
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
20,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.5,1015.22,54.87,73.72,28.14,-15.57,1.11,4,2023,9,5,21,7,0,49,1.0,-56.0,12.0
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
20,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.5,1015.22,54.87,73.72,28.14,-15.57,1.11,4,2023,9,5,21,7,0,49,1.0,-56.0,12.0
21,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.51,1015.23,54.81,79.82,28.14,-15.57,0.11,4,2023,9,5,21,7,11,49,1.0,-55.0,12.0
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
20,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.5,1015.22,54.87,73.72,28.14,-15.57,1.11,4,2023,9,5,21,7,0,49,1.0,-56.0,12.0
21,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.51,1015.23,54.81,79.82,28.14,-15.57,0.11,4,2023,9,5,21,7,11,49,1.0,-55.0,12.0
22,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.51,1015.23,54.81,79.82,28.14,-15.57,0.11,4,2023,9,5,21,7,11,49,1.0,-55.0,12.0
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
17,0.0,0.0,0.0,28.25,28.25,28.12,28.0,27.37,28.49,1015.22,54.88,63.6,28.14,-15.57,2.17,4,2023,9,5,21,6,28,49,1.0,-55.0,12.25
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,9,5,21,6,49,0,0.0,-56.0,11.75
20,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.5,1015.22,54.87,73.72,28.14,-15.57,1.11,4,2023,9,5,21,7,0,49,1.0,-56.0,12.0
21,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.51,1015.23,54.81,79.82,28.14,-15.57,0.11,4,2023,9,5,21,7,11,49,1.0,-55.0,12.0
22,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.51,1015.23,54.81,79.82,28.14,-15.57,0.11,4,2023,9,5,21,7,11,49,1.0,-55.0,12.0
23,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.51,1015.23,54.71,56.44,28.14,-15.57,0.88,4,2023,9,5,21,7,22,49,1.0,-56.0,11.75
1,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.41,1015.22,55.4,71.96,28.14,-15.57,0.47,4,2023,9,5,21,4,21,49,1.0,-54.0,13.0
2,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.42,1015.23,55.3,64.51,28.14,-15.57,0.75,4,2023,9,5,21,4,32,49,1.0,-54.0,13.5
3,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
4,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.5,28.43,1015.25,55.24,63.43,28.14,-15.57,0.56,3,2023,9,5,21,4,43,49,1.0,-53.0,13.0
5,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
6,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.44,1015.24,55.15,62.76,28.14,-15.57,1.17,4,2023,9,5,21,4,56,49,1.0,-53.0,13.0
7,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
8,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,55.01,61.04,28.14,-15.57,0.71,4,2023,9,5,21,5,7,49,1.0,-53.0,12.5
9,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.44,1015.25,54.94,62.69,28.14,-15.57,0.31,4,2023,9,5,21,5,18,49,1.0,-54.0,13.25
10,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.45,1015.22,54.97,62.25,28.14,-15.57,0.68,4,2023,9,5,21,5,31,49,1.0,-53.0,13.0
11,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
12,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.46,1015.23,54.99,63.98,28.14,-15.57,1.53,4,2023,9,5,21,5,42,49,1.0,-56.0,11.75
13,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.5,28.47,1015.24,54.96,59.92,28.14,-15.57,0.95,4,2023,9,5,21,5,53,49,1.0,-56.0,12.0
14,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
15,0.0,0.0,0.0,28.37,28.25,28.0,28.0,27.37,28.48,1015.23,55.01,55.19,28.14,-15.57,0.81,3,2023,9,5,21,6,5,49,1.0,-55.0,12.0
16,0.0,0.0,0.0,28.25,28.25,28.0,28.0,27.37,28.48,1015.21,54.98,59.87,28.14,-15.57,0.87,4,2023,9,5,21,6,17,49,1.0,-56.0,11.5
